"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bahrain","BHR","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.119323777988453","0.11324771710355","0.106812900875622","0.101183616898147","0.10633100980889","0.105283119263039","0.103593407007414","0.1027861670229","0.0944688589289209","0.0955981126605909","0.121551944395118","0.114941979648525","0.117015591276261","0.124764947993248","0.134847585942845","0.148735823334086","0.157132542110698","0.16593031514921","0.181262650706928","0.156516286541338","0.166225912239504","0.178678497672081","0.175509303808212","0.180676996707916","0.183868199586868","0.186731100082397","0.189881026744843","0.187117710709572","0.190497217915174","0.188021618496962","",
"Bahamas, The","BHS","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02674195544811","1.01854627402384","1.034745362804","1.00218493364694","1.00265580909061","0.989944017398953","0.981712027769813","0.983673859359152","1.00238598390214","0.990332007514716","0.977607881794076","0.960011307570766","0.982494348890445","0.975717046463152","0.96148795971048","0.979595100173552","0.958693504191139","0.961130643352527","0.956825219703179","0.939748429764104","0.925280019723084","0.89856344461441","0.915235459804535","0.903084576129913","0.904266655445099","0.936313271522522","0.924120187759399","0.901406764984131","0.890462442914293","0.899882581778738","",
"Bosnia and Herzegovina","BIH","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.659443233754351","0.703045353407081","0.572643293771609","0.636182402940188","0.619149813946066","0.661335904081521","0.684993855045506","0.704199629274106","0.715737833916671","0.717537356369076","0.715025555055812","0.723430129716981","0.719330399420645","0.731841354399665","0.752856921166977","0.734488975386031","0.731758182739658","0.718159048215404","0.705938187888726","0.686155033615143","0.687206878022569","0.693907899749157","0.679837452916553","0.678956070720446","0.673811440735788","0.671911105752808","",
"Belarus","BLR","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.12235748553782E-09","1.65285914776037E-08","1.82737069372714E-07","2.0683948432511E-06","4.14294823102329E-05","0.000309007824120416","0.000466448482586074","0.000787084424125405","0.00137436839242185","0.0056467492696751","0.015757401272711","0.0276827818675525","0.0394860420623699","0.0506616263872325","0.060519888429866","0.0698267556729575","0.0750606756107809","0.0825066540766286","0.0981010385794694","0.10637294784235","0.117019389570508","0.196053221821785","0.320173144340515","0.373921453952789","0.448664754629135","0.525160431861877","0.563757061958313","0.609042823314667","0.66673427276443","0.69701659405586","",
"Belize","BLZ","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.31767519217803","1.23403865563696","1.25469161080392","1.24589461568782","1.26395526782537","1.31308867754151","1.31501830593954","1.27320850670217","1.27816155614116","1.23178253542409","1.2105212332506","1.18086752433974","1.18245615137359","1.12887907555731","1.12143371258018","1.11817756858838","1.13700015332967","1.15757376111194","1.16603575092242","1.12558476996841","1.12931303048532","1.15122830867767","1.23902153968811","1.26428842544556","1.3124840259552","1.31852507591248","1.34227430820465","1.37506508827209","1.33980031036118","1.31658399660205","",
"Bermuda","BMU","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.872521832647753","0.898253408695992","0.902951758375926","0.927887622826368","0.926290394996472","0.945176354184581","1.20073863157487","1.22788171705184","1.24750379773342","1.26310129019135","1.18314296250206","1.1418967614382","1.22057002603477","1.23216546990179","1.25616189725915","1.30059545961789","1.33027425741396","1.38065027371713","1.42349760699094","1.42747066594895","1.44258238007767","1.39679682254791","1.45924818515778","1.44175946712494","1.4317272901535","1.41924369335175","1.39972507953644","1.36641585826874","1.35510341735743","1.37078595612015","",
"Bolivia","BOL","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.947327698066821","1.07843461010453","1.19357886404643","1.24240761370572","1.31316534732604","1.43317328075312","1.57038349191633","1.63183531687184","1.72745528754102","1.7439349388464","1.79442554862807","1.78874811714334","1.81056552469243","1.8900736941917","1.9871704408198","2.04162861976798","2.25242715358992","2.35523834089766","2.55013642434775","2.46959879096681","2.65542568470421","2.98091197013855","3.04548192024231","3.03339672088623","3.01775550842285","2.94069766998291","2.83471202850342","2.748943567276","2.76558879683272","2.69410512565797","",
"Brazil","BRA","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.156612354573E-05","5.75316224363912E-05","0.000600850891453455","0.0123337455459611","0.290164163611529","0.538560948283669","0.626496026615854","0.663477111605736","0.688401029552463","0.732962856591364","0.757127832861641","0.801815095766862","0.866669186155677","0.970763721260263","1.01859517201958","1.06123249540121","1.09983988778569","1.14003449101922","1.21645143733674","1.29553985523224","1.3884881942215","1.4732164144516","1.60570442676544","1.70127630233765","1.81320106983185","1.98881411552429","2.13308167457581","2.18155694007874","2.19964723385435","2.24738365412163","",
"Barbados","BRB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61900571603466","1.6364440634937","1.63393985501413","1.67904767215278","1.68027181674411","1.66248635188574","1.67403507970704","1.66074651872666","1.78519283272768","1.8378037168658","1.77383881693642","1.7749143655657","1.76313935019975","1.75030883024081","1.80375835061109","1.86590609007177","1.88835491957087","1.99409141402817","1.98855629277446","1.94026022864365","1.99114071892649","2.01888704299927","2.12273716926575","2.14560985565186","2.17311811447144","2.130779504776","2.11886811256409","2.20300507545471","2.21031785166303","2.22256686623555","",
"Brunei Darussalam","BRN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.441102188586503","0.414567229963608","0.412329673777879","0.390898329620939","0.349185036886407","0.351839630988928","0.361022420989882","0.385370374469381","0.336690700366721","0.370378995996077","0.467398514134515","0.431791051415987","0.426658134111383","0.444450092448649","0.501553287518749","0.577681919365921","0.617052517735865","0.607643275300477","0.671704262769807","0.519355966428622","0.599047158828836","0.70520681142807","0.676012277603149","0.668107867240906","0.649697363376617","0.685113608837128","0.666354417800903","0.646853625774384","0.689677787592971","0.653971959507034","",
"Bhutan","BTN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5607843642278","6.9023601788232","7.37596450816978","7.79510710193868","8.61301306972945","9.11504569781886","9.67226322333566","10.6954522991323","11.6879545643013","12.3782720235787","11.9700348755894","12.340796088947","12.7263276956109","12.8773903728058","13.004384958671","13.3559737201364","13.666279343072","13.7018353560713","14.1810311854363","14.7431273632816","15.426478796859","16.3968048095703","17.1476078033447","18.1354026794434","18.6770706176758","18.5867748260498","18.8310470581055","19.2083396911621","19.08145334215","18.9001286950754","",
"Botswana","BWA","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.964563700013104","0.981320161344224","1.02315597440825","1.13005408836999","1.21113782235573","1.27114454813936","1.44941461260524","1.4959531397945","1.62674944536114","1.83187198773846","2.04573409832203","2.16823380605065","2.15981561450539","2.18954391191314","2.34703622076301","2.62829296706125","2.74173813752129","2.80158191654659","2.87809697152499","3.04091233543457","3.27401133917959","3.65465807914734","3.96378684043884","4.12584924697876","4.2844295501709","4.43012523651123","4.57505702972412","4.73384952545166","4.67521265498314","4.61555308375357","",
"Central African Republic","CAF","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219.934561681631","211.910913108675","212.954605459641","200.884318063887","244.700068952577","263.397423178739","249.496769208214","247.286885410084","243.521848553904","249.861513896012","265.18802567581","260.601465468085","250.458644774882","249.178341748514","231.87284783821","234.286797500349","234.98684418303","233.046176443551","244.777769175667","244.654553310248","252.021036799648","256.761352539063","262.128997802734","254.347152709961","290.945220947266","283.523742675781","280.047790527344","286.829162597656","276.580530632833","277.852867490644","",
"Canada","CAN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.241934","1.237967","1.228063","1.21507","1.206976","1.20881","1.207792","1.200953","1.185426","1.19081","1.227543","1.221132","1.229333","1.226339","1.233194","1.213644","1.205783","1.212727","1.23439","1.201386","1.221393","1.239904","1.244607","1.224","1.230358","1.248004","1.206834","1.204736","1.198346","1.193783","",
"Central Europe and the Baltics","CEB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.935157","1.973106","1.97013","1.96922","1.950885","1.924915","1.889922","1.844312","1.827624","1.802836","1.788217","1.768387","1.70976","1.717124","1.693341","1.686548","1.600778","1.533726","1.493049","1.468648","1.465083","1.397498","1.354072","1.312477","1.281761","1.235456","1.202086","1.179916","1.167667","1.147826","",
"Channel Islands","CHI","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.599472","197.68851","216.035681","233.489515","257.413897","275.63403","275.297282","278.916345","278.687422","280.983092","286.579747","291.255851","296.446429","304.367805","319.65339","333.69","318.574722","323.878962","340.400833","354.325885","359.83702","348.016847","347.228507","349.680536","367.213907","391.360578","409.97777","411.263749","412.36037","416.246552","",
"China","CHN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69214795662555","1.74669877177483","1.8476527303559","2.07897795598088","2.45517335871818","2.73337562135814","2.85888199899767","2.85585174141003","2.79864259612348","2.72396538263361","2.71936444309188","2.71546938467345","2.68928114628582","2.70897958411223","2.82135089552396","2.84293348041717","2.86777784182121","3.00918649185067","3.18187140234463","3.15118128997009","3.32923216124756","3.5244677066803","3.56096792221069","3.66364479064941","3.75884985923767","3.87069725990295","3.98883724212646","4.18381118774414","4.22725793736464","4.21226053474492","",
"Cote d'Ivoire","CIV","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.005453973741","116.850092648122","114.219286044255","118.442332017231","169.758096092766","184.634352653541","190.3494808896","198.727498662547","203.667829714958","202.347528937518","202.36800283823","212.671193118137","223.318268844797","229.772718520835","217.281190886102","213.45954084032","210.802983354125","211.309765443989","224.901887089891","228.436024943057","237.967637016153","236.910583496094","241.715377807617","247.241607666016","246.519332885742","250.638244628906","252.410827636719","253.74560546875","249.283932673276","245.025466948767","",
"Cameroon","CMR","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.397908509166","153.67531668413","148.331512407728","202.568387077225","217.410369197844","223.577180315398","221.912352377421","230.342809050264","237.592491069461","231.588329635103","238.337268105011","236.628330860406","237.233734537978","233.364462897991","231.759635969655","226.44190228687","227.172616028926","223.348624093544","233.574847343349","235.621319274926","237.355494521169","238.707077026367","242.193954467773","241.0830078125","239.119338989258","240.708267211914","237.443756103516","232.801391601563","230.900018376646","232.218111523829","",
"Congo, Dem. Rep.","COD","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.32798356189571E-10","1.72844028263328E-08","6.68418656876078E-07","1.14764939912357E-05","0.00301879588261364","0.0167475148924648","0.121405314532169","0.349261322909684","0.438401872193075","2.34189826038086","62.5386596841902","105.906249430991","137.326954188433","152.910298095492","158.379818614437","199.47366277426","219.414059478839","256.989060763589","303.675791632046","399.802125032856","477.344040683047","532.063415527344","583.254638671875","558.906616210938","530.017639160156","508.595520019531","494.126708984375","645.390563964844","812.561950313276","834.585389673205","",
"Congo, Rep.","COG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.609591939617","96.8305513857694","93.1873654458463","90.0011954816543","120.505920148465","122.039258914454","141.407259129979","145.911365063778","117.995205185331","150.4607436164","216.400035008461","182.267967868033","176.309658964671","165.735915003466","188.516286854727","221.816414812263","239.802866705662","249.269779301797","284.294092257925","222.426913351438","284.544107647003","309.251190185547","316.116363525391","316.151916503906","314.805084228516","311.999053955078","316.625274658203","297.673980712891","357.754856747172","348.27333337129","",
"Colombia","COL","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174.178318528323","213.980232988673","256.629192529399","312.964918203363","374.129743361455","435.524566096953","499.838306056868","574.110433072372","651.590246866788","723.395685851635","786.496070650126","819.782102005721","855.181318338865","896.925025906987","937.021761666135","951.908832206282","977.608048899446","1001.55888507364","1057.87532741557","1092.54078133817","1121.04742056618","1168.24304199219","1203.58520507813","1206.67907714844","1220.60729980469","1276.47937011719","1285.210449","1314.786865","1326.893503","1349.011949","",
"Comoros","COM","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165.373137458823","172.950850427913","157.658643412202","158.372545361279","169.66340385403","180.006617381659","182.424245454602","180.989546705943","181.385321544448","189.194676932873","191.398661268781","203.453729442448","208.63891131512","215.305743434414","216.765299178226","210.881193395705","211.054274780251","212.819071828692","215.249204317948","215.81198178179","216.853416759416","218.977584838867","213.963623046875","211.500030517578","206.343109130859","203.344039916992","197.570556640625","190.125900268555","187.762791525231","188.465816580834","",
"Cabo Verde","CPV","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2314724550486","56.9987613627083","53.4350450130699","77.9603249422099","54.0629302494728","52.1334800451516","54.1484891413678","52.7859551930079","52.0230691489697","55.1863237677044","53.3313665407943","54.877089194199","53.8263651622806","55.445537868556","50.5728935640782","48.1648615246239","48.9192054980892","48.2899335304802","49.0482097704036","49.7356626804429","49.4111073746658","49.6954612731934","51.1407890319824","51.8552169799805","51.8397254943848","50.4526634216309","49.364143371582","48.4771270751953","48.0454468765208","47.395538013564","",
"Costa Rica","CRI","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1406149504436","52.6208546134489","61.5795455282941","66.3966914345533","75.1875353484486","89.2690500420736","101.039755915622","113.834284768059","126.243010765073","138.634384078095","148.369477807875","159.353594161808","172.341424340715","187.341679641648","206.959618095781","227.006603380996","249.065358363866","268.103089235913","293.014756891962","319.375431031549","336.440617649164","344.546020507813","353.784759521484","357.828125","363.421783447266","364.162719726563","352.896851","350.816864","351.648941","351.736707","",
"Caribbean small states","CSS","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.321938711455632","","","","","","","","","",
